,operand_1,operand_2,result,is_train,input_str,tokenized
5694,53,34,87,True,53+34=87EOSPADPADPADPAD,"[5, 3, 10, 3, 4, 11, 8, 7, 12, 13, 13, 13, 13]"
5695,53,35,88,False,53+35=88EOSPADPADPADPAD,"[5, 3, 10, 3, 5, 11, 8, 8, 12, 13, 13, 13, 13]"
5696,53,36,89,False,53+36=89EOSPADPADPADPAD,"[5, 3, 10, 3, 6, 11, 8, 9, 12, 13, 13, 13, 13]"
5697,53,37,90,False,53+37=90EOSPADPADPADPAD,"[5, 3, 10, 3, 7, 11, 9, 0, 12, 13, 13, 13, 13]"
5698,53,38,91,False,53+38=91EOSPADPADPADPAD,"[5, 3, 10, 3, 8, 11, 9, 1, 12, 13, 13, 13, 13]"
5699,53,39,92,True,53+39=92EOSPADPADPADPAD,"[5, 3, 10, 3, 9, 11, 9, 2, 12, 13, 13, 13, 13]"
5700,53,40,93,False,53+40=93EOSPADPADPADPAD,"[5, 3, 10, 4, 0, 11, 9, 3, 12, 13, 13, 13, 13]"
5701,53,41,94,True,53+41=94EOSPADPADPADPAD,"[5, 3, 10, 4, 1, 11, 9, 4, 12, 13, 13, 13, 13]"
5702,53,42,95,False,53+42=95EOSPADPADPADPAD,"[5, 3, 10, 4, 2, 11, 9, 5, 12, 13, 13, 13, 13]"
5703,53,43,96,False,53+43=96EOSPADPADPADPAD,"[5, 3, 10, 4, 3, 11, 9, 6, 12, 13, 13, 13, 13]"
5704,53,44,97,False,53+44=97EOSPADPADPADPAD,"[5, 3, 10, 4, 4, 11, 9, 7, 12, 13, 13, 13, 13]"
5705,53,45,98,False,53+45=98EOSPADPADPADPAD,"[5, 3, 10, 4, 5, 11, 9, 8, 12, 13, 13, 13, 13]"
5706,53,46,99,False,53+46=99EOSPADPADPADPAD,"[5, 3, 10, 4, 6, 11, 9, 9, 12, 13, 13, 13, 13]"
5707,53,47,100,False,53+47=100EOSPADPADPAD,"[5, 3, 10, 4, 7, 11, 1, 0, 0, 12, 13, 13, 13]"
5708,53,48,101,False,53+48=101EOSPADPADPAD,"[5, 3, 10, 4, 8, 11, 1, 0, 1, 12, 13, 13, 13]"
5709,53,49,102,False,53+49=102EOSPADPADPAD,"[5, 3, 10, 4, 9, 11, 1, 0, 2, 12, 13, 13, 13]"
5710,53,50,103,False,53+50=103EOSPADPADPAD,"[5, 3, 10, 5, 0, 11, 1, 0, 3, 12, 13, 13, 13]"
5711,53,51,104,True,53+51=104EOSPADPADPAD,"[5, 3, 10, 5, 1, 11, 1, 0, 4, 12, 13, 13, 13]"
5712,53,52,105,True,53+52=105EOSPADPADPAD,"[5, 3, 10, 5, 2, 11, 1, 0, 5, 12, 13, 13, 13]"
5713,53,53,106,True,53+53=106EOSPADPADPAD,"[5, 3, 10, 5, 3, 11, 1, 0, 6, 12, 13, 13, 13]"
5714,53,54,107,True,53+54=107EOSPADPADPAD,"[5, 3, 10, 5, 4, 11, 1, 0, 7, 12, 13, 13, 13]"
5715,53,55,108,False,53+55=108EOSPADPADPAD,"[5, 3, 10, 5, 5, 11, 1, 0, 8, 12, 13, 13, 13]"
5716,53,56,109,True,53+56=109EOSPADPADPAD,"[5, 3, 10, 5, 6, 11, 1, 0, 9, 12, 13, 13, 13]"
5717,53,57,110,True,53+57=110EOSPADPADPAD,"[5, 3, 10, 5, 7, 11, 1, 1, 0, 12, 13, 13, 13]"
5718,53,58,111,False,53+58=111EOSPADPADPAD,"[5, 3, 10, 5, 8, 11, 1, 1, 1, 12, 13, 13, 13]"
5719,53,59,112,False,53+59=112EOSPADPADPAD,"[5, 3, 10, 5, 9, 11, 1, 1, 2, 12, 13, 13, 13]"
5720,53,60,113,True,53+60=113EOSPADPADPAD,"[5, 3, 10, 6, 0, 11, 1, 1, 3, 12, 13, 13, 13]"
5721,53,61,114,True,53+61=114EOSPADPADPAD,"[5, 3, 10, 6, 1, 11, 1, 1, 4, 12, 13, 13, 13]"
5722,53,62,115,False,53+62=115EOSPADPADPAD,"[5, 3, 10, 6, 2, 11, 1, 1, 5, 12, 13, 13, 13]"
5723,53,63,116,True,53+63=116EOSPADPADPAD,"[5, 3, 10, 6, 3, 11, 1, 1, 6, 12, 13, 13, 13]"
5724,53,64,117,True,53+64=117EOSPADPADPAD,"[5, 3, 10, 6, 4, 11, 1, 1, 7, 12, 13, 13, 13]"
5725,53,65,118,False,53+65=118EOSPADPADPAD,"[5, 3, 10, 6, 5, 11, 1, 1, 8, 12, 13, 13, 13]"
5726,53,66,119,True,53+66=119EOSPADPADPAD,"[5, 3, 10, 6, 6, 11, 1, 1, 9, 12, 13, 13, 13]"
5727,53,67,120,False,53+67=120EOSPADPADPAD,"[5, 3, 10, 6, 7, 11, 1, 2, 0, 12, 13, 13, 13]"
5728,53,68,121,True,53+68=121EOSPADPADPAD,"[5, 3, 10, 6, 8, 11, 1, 2, 1, 12, 13, 13, 13]"
5729,53,69,122,True,53+69=122EOSPADPADPAD,"[5, 3, 10, 6, 9, 11, 1, 2, 2, 12, 13, 13, 13]"
5730,53,70,123,False,53+70=123EOSPADPADPAD,"[5, 3, 10, 7, 0, 11, 1, 2, 3, 12, 13, 13, 13]"
5731,53,71,124,True,53+71=124EOSPADPADPAD,"[5, 3, 10, 7, 1, 11, 1, 2, 4, 12, 13, 13, 13]"
5732,53,72,125,False,53+72=125EOSPADPADPAD,"[5, 3, 10, 7, 2, 11, 1, 2, 5, 12, 13, 13, 13]"
5733,53,73,126,True,53+73=126EOSPADPADPAD,"[5, 3, 10, 7, 3, 11, 1, 2, 6, 12, 13, 13, 13]"
5734,53,74,127,True,53+74=127EOSPADPADPAD,"[5, 3, 10, 7, 4, 11, 1, 2, 7, 12, 13, 13, 13]"
5735,53,75,128,False,53+75=128EOSPADPADPAD,"[5, 3, 10, 7, 5, 11, 1, 2, 8, 12, 13, 13, 13]"
5736,53,76,129,False,53+76=129EOSPADPADPAD,"[5, 3, 10, 7, 6, 11, 1, 2, 9, 12, 13, 13, 13]"
5737,53,77,130,False,53+77=130EOSPADPADPAD,"[5, 3, 10, 7, 7, 11, 1, 3, 0, 12, 13, 13, 13]"
5738,53,78,131,True,53+78=131EOSPADPADPAD,"[5, 3, 10, 7, 8, 11, 1, 3, 1, 12, 13, 13, 13]"
5739,53,79,132,False,53+79=132EOSPADPADPAD,"[5, 3, 10, 7, 9, 11, 1, 3, 2, 12, 13, 13, 13]"
5740,53,80,133,False,53+80=133EOSPADPADPAD,"[5, 3, 10, 8, 0, 11, 1, 3, 3, 12, 13, 13, 13]"
5741,53,81,134,False,53+81=134EOSPADPADPAD,"[5, 3, 10, 8, 1, 11, 1, 3, 4, 12, 13, 13, 13]"
5742,53,82,135,True,53+82=135EOSPADPADPAD,"[5, 3, 10, 8, 2, 11, 1, 3, 5, 12, 13, 13, 13]"
5743,53,83,136,False,53+83=136EOSPADPADPAD,"[5, 3, 10, 8, 3, 11, 1, 3, 6, 12, 13, 13, 13]"
5744,53,84,137,True,53+84=137EOSPADPADPAD,"[5, 3, 10, 8, 4, 11, 1, 3, 7, 12, 13, 13, 13]"
5745,53,85,138,True,53+85=138EOSPADPADPAD,"[5, 3, 10, 8, 5, 11, 1, 3, 8, 12, 13, 13, 13]"
5746,53,86,139,True,53+86=139EOSPADPADPAD,"[5, 3, 10, 8, 6, 11, 1, 3, 9, 12, 13, 13, 13]"
5747,53,87,140,True,53+87=140EOSPADPADPAD,"[5, 3, 10, 8, 7, 11, 1, 4, 0, 12, 13, 13, 13]"
5748,53,88,141,True,53+88=141EOSPADPADPAD,"[5, 3, 10, 8, 8, 11, 1, 4, 1, 12, 13, 13, 13]"
5749,53,89,142,True,53+89=142EOSPADPADPAD,"[5, 3, 10, 8, 9, 11, 1, 4, 2, 12, 13, 13, 13]"
5750,53,90,143,False,53+90=143EOSPADPADPAD,"[5, 3, 10, 9, 0, 11, 1, 4, 3, 12, 13, 13, 13]"
5751,53,91,144,False,53+91=144EOSPADPADPAD,"[5, 3, 10, 9, 1, 11, 1, 4, 4, 12, 13, 13, 13]"
5752,53,92,145,False,53+92=145EOSPADPADPAD,"[5, 3, 10, 9, 2, 11, 1, 4, 5, 12, 13, 13, 13]"
5753,53,93,146,True,53+93=146EOSPADPADPAD,"[5, 3, 10, 9, 3, 11, 1, 4, 6, 12, 13, 13, 13]"
5754,53,94,147,False,53+94=147EOSPADPADPAD,"[5, 3, 10, 9, 4, 11, 1, 4, 7, 12, 13, 13, 13]"
5755,53,95,148,False,53+95=148EOSPADPADPAD,"[5, 3, 10, 9, 5, 11, 1, 4, 8, 12, 13, 13, 13]"
5756,53,96,149,False,53+96=149EOSPADPADPAD,"[5, 3, 10, 9, 6, 11, 1, 4, 9, 12, 13, 13, 13]"
5757,53,97,150,True,53+97=150EOSPADPADPAD,"[5, 3, 10, 9, 7, 11, 1, 5, 0, 12, 13, 13, 13]"
5758,53,98,151,False,53+98=151EOSPADPADPAD,"[5, 3, 10, 9, 8, 11, 1, 5, 1, 12, 13, 13, 13]"
5759,53,99,152,True,53+99=152EOSPADPADPAD,"[5, 3, 10, 9, 9, 11, 1, 5, 2, 12, 13, 13, 13]"
5760,54,10,64,True,54+10=64EOSPADPADPADPAD,"[5, 4, 10, 1, 0, 11, 6, 4, 12, 13, 13, 13, 13]"
5761,54,11,65,True,54+11=65EOSPADPADPADPAD,"[5, 4, 10, 1, 1, 11, 6, 5, 12, 13, 13, 13, 13]"
5762,54,12,66,True,54+12=66EOSPADPADPADPAD,"[5, 4, 10, 1, 2, 11, 6, 6, 12, 13, 13, 13, 13]"
5763,54,13,67,False,54+13=67EOSPADPADPADPAD,"[5, 4, 10, 1, 3, 11, 6, 7, 12, 13, 13, 13, 13]"
5764,54,14,68,True,54+14=68EOSPADPADPADPAD,"[5, 4, 10, 1, 4, 11, 6, 8, 12, 13, 13, 13, 13]"
5765,54,15,69,False,54+15=69EOSPADPADPADPAD,"[5, 4, 10, 1, 5, 11, 6, 9, 12, 13, 13, 13, 13]"
5766,54,16,70,False,54+16=70EOSPADPADPADPAD,"[5, 4, 10, 1, 6, 11, 7, 0, 12, 13, 13, 13, 13]"
5767,54,17,71,True,54+17=71EOSPADPADPADPAD,"[5, 4, 10, 1, 7, 11, 7, 1, 12, 13, 13, 13, 13]"
5768,54,18,72,True,54+18=72EOSPADPADPADPAD,"[5, 4, 10, 1, 8, 11, 7, 2, 12, 13, 13, 13, 13]"
5769,54,19,73,True,54+19=73EOSPADPADPADPAD,"[5, 4, 10, 1, 9, 11, 7, 3, 12, 13, 13, 13, 13]"
5770,54,20,74,True,54+20=74EOSPADPADPADPAD,"[5, 4, 10, 2, 0, 11, 7, 4, 12, 13, 13, 13, 13]"
5771,54,21,75,True,54+21=75EOSPADPADPADPAD,"[5, 4, 10, 2, 1, 11, 7, 5, 12, 13, 13, 13, 13]"
5772,54,22,76,True,54+22=76EOSPADPADPADPAD,"[5, 4, 10, 2, 2, 11, 7, 6, 12, 13, 13, 13, 13]"
5773,54,23,77,False,54+23=77EOSPADPADPADPAD,"[5, 4, 10, 2, 3, 11, 7, 7, 12, 13, 13, 13, 13]"
5774,54,24,78,True,54+24=78EOSPADPADPADPAD,"[5, 4, 10, 2, 4, 11, 7, 8, 12, 13, 13, 13, 13]"
5775,54,25,79,True,54+25=79EOSPADPADPADPAD,"[5, 4, 10, 2, 5, 11, 7, 9, 12, 13, 13, 13, 13]"
5776,54,26,80,False,54+26=80EOSPADPADPADPAD,"[5, 4, 10, 2, 6, 11, 8, 0, 12, 13, 13, 13, 13]"
5777,54,27,81,False,54+27=81EOSPADPADPADPAD,"[5, 4, 10, 2, 7, 11, 8, 1, 12, 13, 13, 13, 13]"
5778,54,28,82,False,54+28=82EOSPADPADPADPAD,"[5, 4, 10, 2, 8, 11, 8, 2, 12, 13, 13, 13, 13]"
5779,54,29,83,True,54+29=83EOSPADPADPADPAD,"[5, 4, 10, 2, 9, 11, 8, 3, 12, 13, 13, 13, 13]"
5780,54,30,84,False,54+30=84EOSPADPADPADPAD,"[5, 4, 10, 3, 0, 11, 8, 4, 12, 13, 13, 13, 13]"
5781,54,31,85,False,54+31=85EOSPADPADPADPAD,"[5, 4, 10, 3, 1, 11, 8, 5, 12, 13, 13, 13, 13]"
5782,54,32,86,False,54+32=86EOSPADPADPADPAD,"[5, 4, 10, 3, 2, 11, 8, 6, 12, 13, 13, 13, 13]"
5783,54,33,87,False,54+33=87EOSPADPADPADPAD,"[5, 4, 10, 3, 3, 11, 8, 7, 12, 13, 13, 13, 13]"
5784,54,34,88,True,54+34=88EOSPADPADPADPAD,"[5, 4, 10, 3, 4, 11, 8, 8, 12, 13, 13, 13, 13]"
5785,54,35,89,False,54+35=89EOSPADPADPADPAD,"[5, 4, 10, 3, 5, 11, 8, 9, 12, 13, 13, 13, 13]"
5786,54,36,90,False,54+36=90EOSPADPADPADPAD,"[5, 4, 10, 3, 6, 11, 9, 0, 12, 13, 13, 13, 13]"
5787,54,37,91,False,54+37=91EOSPADPADPADPAD,"[5, 4, 10, 3, 7, 11, 9, 1, 12, 13, 13, 13, 13]"
5788,54,38,92,True,54+38=92EOSPADPADPADPAD,"[5, 4, 10, 3, 8, 11, 9, 2, 12, 13, 13, 13, 13]"
5789,54,39,93,True,54+39=93EOSPADPADPADPAD,"[5, 4, 10, 3, 9, 11, 9, 3, 12, 13, 13, 13, 13]"
5790,54,40,94,True,54+40=94EOSPADPADPADPAD,"[5, 4, 10, 4, 0, 11, 9, 4, 12, 13, 13, 13, 13]"
5791,54,41,95,False,54+41=95EOSPADPADPADPAD,"[5, 4, 10, 4, 1, 11, 9, 5, 12, 13, 13, 13, 13]"
5792,54,42,96,True,54+42=96EOSPADPADPADPAD,"[5, 4, 10, 4, 2, 11, 9, 6, 12, 13, 13, 13, 13]"
5793,54,43,97,False,54+43=97EOSPADPADPADPAD,"[5, 4, 10, 4, 3, 11, 9, 7, 12, 13, 13, 13, 13]"
5794,54,44,98,False,54+44=98EOSPADPADPADPAD,"[5, 4, 10, 4, 4, 11, 9, 8, 12, 13, 13, 13, 13]"
5795,54,45,99,True,54+45=99EOSPADPADPADPAD,"[5, 4, 10, 4, 5, 11, 9, 9, 12, 13, 13, 13, 13]"
5796,54,46,100,True,54+46=100EOSPADPADPAD,"[5, 4, 10, 4, 6, 11, 1, 0, 0, 12, 13, 13, 13]"
5797,54,47,101,True,54+47=101EOSPADPADPAD,"[5, 4, 10, 4, 7, 11, 1, 0, 1, 12, 13, 13, 13]"
5798,54,48,102,True,54+48=102EOSPADPADPAD,"[5, 4, 10, 4, 8, 11, 1, 0, 2, 12, 13, 13, 13]"
5799,54,49,103,False,54+49=103EOSPADPADPAD,"[5, 4, 10, 4, 9, 11, 1, 0, 3, 12, 13, 13, 13]"
5800,54,50,104,True,54+50=104EOSPADPADPAD,"[5, 4, 10, 5, 0, 11, 1, 0, 4, 12, 13, 13, 13]"
5801,54,51,105,False,54+51=105EOSPADPADPAD,"[5, 4, 10, 5, 1, 11, 1, 0, 5, 12, 13, 13, 13]"
5802,54,52,106,False,54+52=106EOSPADPADPAD,"[5, 4, 10, 5, 2, 11, 1, 0, 6, 12, 13, 13, 13]"
5803,54,53,107,True,54+53=107EOSPADPADPAD,"[5, 4, 10, 5, 3, 11, 1, 0, 7, 12, 13, 13, 13]"
5804,54,54,108,False,54+54=108EOSPADPADPAD,"[5, 4, 10, 5, 4, 11, 1, 0, 8, 12, 13, 13, 13]"
5805,54,55,109,True,54+55=109EOSPADPADPAD,"[5, 4, 10, 5, 5, 11, 1, 0, 9, 12, 13, 13, 13]"
5806,54,56,110,True,54+56=110EOSPADPADPAD,"[5, 4, 10, 5, 6, 11, 1, 1, 0, 12, 13, 13, 13]"
5807,54,57,111,True,54+57=111EOSPADPADPAD,"[5, 4, 10, 5, 7, 11, 1, 1, 1, 12, 13, 13, 13]"
5808,54,58,112,False,54+58=112EOSPADPADPAD,"[5, 4, 10, 5, 8, 11, 1, 1, 2, 12, 13, 13, 13]"
5809,54,59,113,True,54+59=113EOSPADPADPAD,"[5, 4, 10, 5, 9, 11, 1, 1, 3, 12, 13, 13, 13]"
5810,54,60,114,True,54+60=114EOSPADPADPAD,"[5, 4, 10, 6, 0, 11, 1, 1, 4, 12, 13, 13, 13]"
5811,54,61,115,False,54+61=115EOSPADPADPAD,"[5, 4, 10, 6, 1, 11, 1, 1, 5, 12, 13, 13, 13]"
5812,54,62,116,False,54+62=116EOSPADPADPAD,"[5, 4, 10, 6, 2, 11, 1, 1, 6, 12, 13, 13, 13]"
5813,54,63,117,True,54+63=117EOSPADPADPAD,"[5, 4, 10, 6, 3, 11, 1, 1, 7, 12, 13, 13, 13]"
5814,54,64,118,True,54+64=118EOSPADPADPAD,"[5, 4, 10, 6, 4, 11, 1, 1, 8, 12, 13, 13, 13]"
5815,54,65,119,False,54+65=119EOSPADPADPAD,"[5, 4, 10, 6, 5, 11, 1, 1, 9, 12, 13, 13, 13]"
5816,54,66,120,True,54+66=120EOSPADPADPAD,"[5, 4, 10, 6, 6, 11, 1, 2, 0, 12, 13, 13, 13]"
5817,54,67,121,False,54+67=121EOSPADPADPAD,"[5, 4, 10, 6, 7, 11, 1, 2, 1, 12, 13, 13, 13]"
5818,54,68,122,True,54+68=122EOSPADPADPAD,"[5, 4, 10, 6, 8, 11, 1, 2, 2, 12, 13, 13, 13]"
5819,54,69,123,False,54+69=123EOSPADPADPAD,"[5, 4, 10, 6, 9, 11, 1, 2, 3, 12, 13, 13, 13]"
5820,54,70,124,True,54+70=124EOSPADPADPAD,"[5, 4, 10, 7, 0, 11, 1, 2, 4, 12, 13, 13, 13]"
5821,54,71,125,False,54+71=125EOSPADPADPAD,"[5, 4, 10, 7, 1, 11, 1, 2, 5, 12, 13, 13, 13]"
5822,54,72,126,True,54+72=126EOSPADPADPAD,"[5, 4, 10, 7, 2, 11, 1, 2, 6, 12, 13, 13, 13]"
5823,54,73,127,False,54+73=127EOSPADPADPAD,"[5, 4, 10, 7, 3, 11, 1, 2, 7, 12, 13, 13, 13]"
5824,54,74,128,True,54+74=128EOSPADPADPAD,"[5, 4, 10, 7, 4, 11, 1, 2, 8, 12, 13, 13, 13]"
5825,54,75,129,True,54+75=129EOSPADPADPAD,"[5, 4, 10, 7, 5, 11, 1, 2, 9, 12, 13, 13, 13]"
5826,54,76,130,True,54+76=130EOSPADPADPAD,"[5, 4, 10, 7, 6, 11, 1, 3, 0, 12, 13, 13, 13]"
5827,54,77,131,True,54+77=131EOSPADPADPAD,"[5, 4, 10, 7, 7, 11, 1, 3, 1, 12, 13, 13, 13]"
5828,54,78,132,False,54+78=132EOSPADPADPAD,"[5, 4, 10, 7, 8, 11, 1, 3, 2, 12, 13, 13, 13]"
5829,54,79,133,False,54+79=133EOSPADPADPAD,"[5, 4, 10, 7, 9, 11, 1, 3, 3, 12, 13, 13, 13]"
5830,54,80,134,True,54+80=134EOSPADPADPAD,"[5, 4, 10, 8, 0, 11, 1, 3, 4, 12, 13, 13, 13]"
5831,54,81,135,False,54+81=135EOSPADPADPAD,"[5, 4, 10, 8, 1, 11, 1, 3, 5, 12, 13, 13, 13]"
5832,54,82,136,False,54+82=136EOSPADPADPAD,"[5, 4, 10, 8, 2, 11, 1, 3, 6, 12, 13, 13, 13]"
5833,54,83,137,True,54+83=137EOSPADPADPAD,"[5, 4, 10, 8, 3, 11, 1, 3, 7, 12, 13, 13, 13]"
5834,54,84,138,False,54+84=138EOSPADPADPAD,"[5, 4, 10, 8, 4, 11, 1, 3, 8, 12, 13, 13, 13]"
5835,54,85,139,False,54+85=139EOSPADPADPAD,"[5, 4, 10, 8, 5, 11, 1, 3, 9, 12, 13, 13, 13]"
5836,54,86,140,False,54+86=140EOSPADPADPAD,"[5, 4, 10, 8, 6, 11, 1, 4, 0, 12, 13, 13, 13]"
5837,54,87,141,False,54+87=141EOSPADPADPAD,"[5, 4, 10, 8, 7, 11, 1, 4, 1, 12, 13, 13, 13]"
5838,54,88,142,True,54+88=142EOSPADPADPAD,"[5, 4, 10, 8, 8, 11, 1, 4, 2, 12, 13, 13, 13]"
5839,54,89,143,False,54+89=143EOSPADPADPAD,"[5, 4, 10, 8, 9, 11, 1, 4, 3, 12, 13, 13, 13]"
5840,54,90,144,True,54+90=144EOSPADPADPAD,"[5, 4, 10, 9, 0, 11, 1, 4, 4, 12, 13, 13, 13]"
5841,54,91,145,True,54+91=145EOSPADPADPAD,"[5, 4, 10, 9, 1, 11, 1, 4, 5, 12, 13, 13, 13]"
5842,54,92,146,False,54+92=146EOSPADPADPAD,"[5, 4, 10, 9, 2, 11, 1, 4, 6, 12, 13, 13, 13]"
5843,54,93,147,True,54+93=147EOSPADPADPAD,"[5, 4, 10, 9, 3, 11, 1, 4, 7, 12, 13, 13, 13]"
5844,54,94,148,True,54+94=148EOSPADPADPAD,"[5, 4, 10, 9, 4, 11, 1, 4, 8, 12, 13, 13, 13]"
5845,54,95,149,False,54+95=149EOSPADPADPAD,"[5, 4, 10, 9, 5, 11, 1, 4, 9, 12, 13, 13, 13]"
5846,54,96,150,False,54+96=150EOSPADPADPAD,"[5, 4, 10, 9, 6, 11, 1, 5, 0, 12, 13, 13, 13]"
5847,54,97,151,True,54+97=151EOSPADPADPAD,"[5, 4, 10, 9, 7, 11, 1, 5, 1, 12, 13, 13, 13]"
5848,54,98,152,False,54+98=152EOSPADPADPAD,"[5, 4, 10, 9, 8, 11, 1, 5, 2, 12, 13, 13, 13]"
5849,54,99,153,True,54+99=153EOSPADPADPAD,"[5, 4, 10, 9, 9, 11, 1, 5, 3, 12, 13, 13, 13]"
5850,55,10,65,True,55+10=65EOSPADPADPADPAD,"[5, 5, 10, 1, 0, 11, 6, 5, 12, 13, 13, 13, 13]"
5851,55,11,66,False,55+11=66EOSPADPADPADPAD,"[5, 5, 10, 1, 1, 11, 6, 6, 12, 13, 13, 13, 13]"
5852,55,12,67,True,55+12=67EOSPADPADPADPAD,"[5, 5, 10, 1, 2, 11, 6, 7, 12, 13, 13, 13, 13]"
5853,55,13,68,False,55+13=68EOSPADPADPADPAD,"[5, 5, 10, 1, 3, 11, 6, 8, 12, 13, 13, 13, 13]"
5854,55,14,69,False,55+14=69EOSPADPADPADPAD,"[5, 5, 10, 1, 4, 11, 6, 9, 12, 13, 13, 13, 13]"
5855,55,15,70,True,55+15=70EOSPADPADPADPAD,"[5, 5, 10, 1, 5, 11, 7, 0, 12, 13, 13, 13, 13]"
5856,55,16,71,False,55+16=71EOSPADPADPADPAD,"[5, 5, 10, 1, 6, 11, 7, 1, 12, 13, 13, 13, 13]"
5857,55,17,72,True,55+17=72EOSPADPADPADPAD,"[5, 5, 10, 1, 7, 11, 7, 2, 12, 13, 13, 13, 13]"
5858,55,18,73,True,55+18=73EOSPADPADPADPAD,"[5, 5, 10, 1, 8, 11, 7, 3, 12, 13, 13, 13, 13]"
5859,55,19,74,True,55+19=74EOSPADPADPADPAD,"[5, 5, 10, 1, 9, 11, 7, 4, 12, 13, 13, 13, 13]"
5860,55,20,75,True,55+20=75EOSPADPADPADPAD,"[5, 5, 10, 2, 0, 11, 7, 5, 12, 13, 13, 13, 13]"
5861,55,21,76,True,55+21=76EOSPADPADPADPAD,"[5, 5, 10, 2, 1, 11, 7, 6, 12, 13, 13, 13, 13]"
5862,55,22,77,True,55+22=77EOSPADPADPADPAD,"[5, 5, 10, 2, 2, 11, 7, 7, 12, 13, 13, 13, 13]"
5863,55,23,78,False,55+23=78EOSPADPADPADPAD,"[5, 5, 10, 2, 3, 11, 7, 8, 12, 13, 13, 13, 13]"
5864,55,24,79,True,55+24=79EOSPADPADPADPAD,"[5, 5, 10, 2, 4, 11, 7, 9, 12, 13, 13, 13, 13]"
5865,55,25,80,True,55+25=80EOSPADPADPADPAD,"[5, 5, 10, 2, 5, 11, 8, 0, 12, 13, 13, 13, 13]"
5866,55,26,81,False,55+26=81EOSPADPADPADPAD,"[5, 5, 10, 2, 6, 11, 8, 1, 12, 13, 13, 13, 13]"
5867,55,27,82,False,55+27=82EOSPADPADPADPAD,"[5, 5, 10, 2, 7, 11, 8, 2, 12, 13, 13, 13, 13]"
5868,55,28,83,True,55+28=83EOSPADPADPADPAD,"[5, 5, 10, 2, 8, 11, 8, 3, 12, 13, 13, 13, 13]"
5869,55,29,84,False,55+29=84EOSPADPADPADPAD,"[5, 5, 10, 2, 9, 11, 8, 4, 12, 13, 13, 13, 13]"
5870,55,30,85,False,55+30=85EOSPADPADPADPAD,"[5, 5, 10, 3, 0, 11, 8, 5, 12, 13, 13, 13, 13]"
5871,55,31,86,False,55+31=86EOSPADPADPADPAD,"[5, 5, 10, 3, 1, 11, 8, 6, 12, 13, 13, 13, 13]"
5872,55,32,87,False,55+32=87EOSPADPADPADPAD,"[5, 5, 10, 3, 2, 11, 8, 7, 12, 13, 13, 13, 13]"
5873,55,33,88,True,55+33=88EOSPADPADPADPAD,"[5, 5, 10, 3, 3, 11, 8, 8, 12, 13, 13, 13, 13]"
5874,55,34,89,False,55+34=89EOSPADPADPADPAD,"[5, 5, 10, 3, 4, 11, 8, 9, 12, 13, 13, 13, 13]"
5875,55,35,90,True,55+35=90EOSPADPADPADPAD,"[5, 5, 10, 3, 5, 11, 9, 0, 12, 13, 13, 13, 13]"
5876,55,36,91,False,55+36=91EOSPADPADPADPAD,"[5, 5, 10, 3, 6, 11, 9, 1, 12, 13, 13, 13, 13]"
5877,55,37,92,False,55+37=92EOSPADPADPADPAD,"[5, 5, 10, 3, 7, 11, 9, 2, 12, 13, 13, 13, 13]"
5878,55,38,93,True,55+38=93EOSPADPADPADPAD,"[5, 5, 10, 3, 8, 11, 9, 3, 12, 13, 13, 13, 13]"
5879,55,39,94,True,55+39=94EOSPADPADPADPAD,"[5, 5, 10, 3, 9, 11, 9, 4, 12, 13, 13, 13, 13]"
5880,55,40,95,False,55+40=95EOSPADPADPADPAD,"[5, 5, 10, 4, 0, 11, 9, 5, 12, 13, 13, 13, 13]"
5881,55,41,96,True,55+41=96EOSPADPADPADPAD,"[5, 5, 10, 4, 1, 11, 9, 6, 12, 13, 13, 13, 13]"
5882,55,42,97,False,55+42=97EOSPADPADPADPAD,"[5, 5, 10, 4, 2, 11, 9, 7, 12, 13, 13, 13, 13]"
5883,55,43,98,False,55+43=98EOSPADPADPADPAD,"[5, 5, 10, 4, 3, 11, 9, 8, 12, 13, 13, 13, 13]"
5884,55,44,99,True,55+44=99EOSPADPADPADPAD,"[5, 5, 10, 4, 4, 11, 9, 9, 12, 13, 13, 13, 13]"
5885,55,45,100,True,55+45=100EOSPADPADPAD,"[5, 5, 10, 4, 5, 11, 1, 0, 0, 12, 13, 13, 13]"
5886,55,46,101,True,55+46=101EOSPADPADPAD,"[5, 5, 10, 4, 6, 11, 1, 0, 1, 12, 13, 13, 13]"
5887,55,47,102,False,55+47=102EOSPADPADPAD,"[5, 5, 10, 4, 7, 11, 1, 0, 2, 12, 13, 13, 13]"
5888,55,48,103,False,55+48=103EOSPADPADPAD,"[5, 5, 10, 4, 8, 11, 1, 0, 3, 12, 13, 13, 13]"
5889,55,49,104,False,55+49=104EOSPADPADPAD,"[5, 5, 10, 4, 9, 11, 1, 0, 4, 12, 13, 13, 13]"
5890,55,50,105,False,55+50=105EOSPADPADPAD,"[5, 5, 10, 5, 0, 11, 1, 0, 5, 12, 13, 13, 13]"
5891,55,51,106,True,55+51=106EOSPADPADPAD,"[5, 5, 10, 5, 1, 11, 1, 0, 6, 12, 13, 13, 13]"
5892,55,52,107,False,55+52=107EOSPADPADPAD,"[5, 5, 10, 5, 2, 11, 1, 0, 7, 12, 13, 13, 13]"
5893,55,53,108,False,55+53=108EOSPADPADPAD,"[5, 5, 10, 5, 3, 11, 1, 0, 8, 12, 13, 13, 13]"
